Title,Artist,Genre,Verse1,Verse2,Verse3,Verse4,Verse5,Verse6,Verse7,Verse8,Chorus1,Chorus2,Chorus3,Chorus4,Chorus5,Chorus6,Chorus7,Chorus8
Broken Strings,James Morrison ft Nelly Furtado,Blues,B-,D-,G-,B-,D-,G-,E-,B-,E-,B-,D-,A-,E-,B-,D-,A-
Old Money,Lana Del Rey,Blues,B-,G-,D-,F,B-,B-,G-,D-,D-,B-,F,A-,D-,B-,F,A-
Hotel California,Eagles,Blues,B,F#,A,E,G,D,E,F#,G,D,F#,B,G,D,E,F#
K3 Loves You,K3,Blues,D,D,D,D,A,A,D,D,G,G,C,C,A,A,G,D
Stop,Sam Brown,Blues,E,E,D,E,B,B,B,F#,G,F#,B,E,E,G,F#,F#
Baby Doll,Bessie Smith,Blues,F,C,C,C,F,C,C,C,F,F,C,C,C,F,F,C
I See Fire,Ed Sheeran,Blues,B-,D-,A-,G-,B-,D-,A-,E-,B-,G-,A-,B-,B-,G-,A-,B-
Take Me To Church,Hozier,Blues,E,A,E,A,G,A,E,A,G,B,B,B,E,B,G,A
Playgirl,Ladytron,Blues,G#,B,F#,C#,F#,C#,G#,B,B,F#,C#,G#,B,F#,C#,G#
I Wanna Be Where You Are,Jackson 5,Blues,B,E,G,C#,D,B,E,G,F#,B,E,A,F#,B,E,A
Piano Man,Billy Joel,Blues,C,G,F,C,F,C,G,G,C,G,F,C,F,C,G,G
The Man Comes Around,Johnny Cash,Blues,C,C,C,C,C,C,C,C,C,C,C,C,C,F,C,G
Desperado,Eagles,Blues,E,B,C,G,E,D,D,D,G,D,C,A,G,E,D,D
Stand By Me,Ben E King,Blues,A,A,F#,F#,D,E,A,A,A,A,F#,F#,D,E,A,A
Bailamos,Enrique Iglesias,Blues,A,D,G,F,A,A,D,G,A,F,C,G,E,A,G,F
Too Late To Apologize,One Republic,Blues,C,F,E-,B-,C,F,E-,B-,C,F,E-,B-,C,F,E-,B-
Night Minds,Missy Higgins,Country,E-,B-,A-,A-,E-,B-,A-,A-,E-,B-,A-,A-,E-,B-,A-,A-
United Breaks Guitars,Dave Carroll,Country,D,G,A,A,D,G,G,A,G,D,G,D,A,G,A,G
Million Reasons,Lady Gaga,Country,C,A,F,G,C,A,F,G,F,C,A,G,F,C,A,G
Something In The Water,Brooke Fraser,Country,C,F,C,A,G,C,C,F,A,C,G,C,F,C,F,G
Brown Eyes,Lady Gaga,Country,B-,D,E-,E-,B-,D,E-,E-,B-,F,E-,F,D,B-,F,E-
Can't Fight The Moonlight,LeAnn Rimes,Country,B,E,A,G,B,E,A,G,C#,F#,B,A,B,C#,F#,B
So Small,Carrie Underwood,Country,C,A-,E-,B-,C,A-,E-,B-,C,A-,E-,B-,C,A-,E-,B-
Tiny Dancer,Elton John,Country,C,F,C,F,C,C,F,F,F,C,D,D,C,F,C,G
Because Of You,Kelly Clarkson,Country,A-,C,F,E-,A-,C,F,E-,F,D-,E-,F,D-,E-,E-,B-
Two Feet of Topsoil,Brad Paisley,Country,C,A,G,C,C,C,A,G,G,F,C,G,F,C,G,F
I Can't Make You Love Me,Bonnie Raitt,Country,E-,G,G,E-,E-,B-,G,C,B-,E-,B-,E-,E-,B-,B-,E-
Wake Me Up,Avicii,Country,B,G,D,D,B,G,D,F#,B,G,D,D,B,G,D,F#
Stuck On Fuckin You,Lady Gaga,Country,A,G#,G#,A,G#,G#,A,G#,F,C,G,A,G,F,C,G
Blown Away,Carrie Underwood,Country,A,C,G,G,E,A,C,G,A,C,G,G,E,A,C,G
Down On The Corner,Creedence Clearwater Revival,Country,C,G,C,C,G,C,F,C,F,C,G,C,F,C,G,C
Unwell,Matchbox 20,Country,D,E,A,F#,D,E,F#,D,A,D,F#,E,A,D,F#,E
I See Fire,Ed Sheeran,Country,B-,D-,A-,G-,B-,D-,A-,E-,B-,G-,A-,B-,B-,G-,A-,B-
Cotton Eye Joe,Rednex,Country,A,A,D,E,A,A,D,E,A,A,D,E,A,A,D,E
The Days,Avicii,Country,C,G,D,D,D,E,A,C,F,C,G,A,F,C,G,A
Crash My Party,Luke Bryan,Country,E,C,G,D,E,C,G,D,C,G,E,D,C,G,E,D
Roller Coaster,Luke Bryan,Country,A-,A-,E-,E-,F,F,D-,D-,A-,A-,E-,E-,F,F,D-,D-
I Wanna Be Where You Are,Jackson 5,Country,B,E,G,C#,D,B,E,G,F#,B,E,A,F#,B,E,A
Love Me Tender,Elvis Presley,Country,D,D,A,A,A,A,D,D,D,A,B,A,G,G,D,D
You And I,Lady Gaga,Country,A,B,D,A,D,A,B,D,D,A,G,D,A,G,D,A
All American Girl,Carrie Underwood,Country,D,A,B,A,D,A,B,A,D,A,B,A,D,A,B,A
The Nights,Avicii,Country,D#,D#,C#,D#,D#,D#,C#,D#,B,F#,C#,D#,C#,B,F#,C#
The Gambler,Kenny Rogers,Country,E-,A-,E-,E-,E-,B-,E-,A-,E-,A-,E-,A-,E-,E-,B-,E-
Goodbye Earl,Dixie Chicks,Country,C,F,C,G,C,F,C,G,C,F,C,G,F,C,F,C
Don't Let's Talk About Lisa,Lonestar,Country,E,E,D,A,E,E,D,A,D,E,A,D,E,A,D,E
Bailamos,Enrique Iglesias,Country,A,D,G,F,A,A,D,G,A,F,C,G,E,A,G,F
John Wayne,Lady Gaga,Country,B,A#,B,A#,E,E,D#,A#,B,A#,B,A#,E,D#,A#,B
Even If It Breaks Your Heart,Eli Young Band,Country,F,G,C,F,C,G,F,G,F,C,A,G,F,C,A,G
My Heart Will Go On,Celine Dion,Soul,E-,B-,A-,E-,B-,E-,B-,A-,C,B-,A-,B-,C,B-,A-,B-
When We Were Young,Adele,Soul,C,E-,A-,E-,F,E-,C,E-,E-,E-,A-,B-,E-,E-,A-,B-
Seven Days in Sunny June,Jamiroquai,Soul,A,F#,D,G#,G#,A,F#,D,B,F#,B,F#,F#,G#,A,D
Vision of Love,Mariah Carey,Soul,C,C,F,E-,E-,C,G,C,C,D,F,G,C,C,C,E-
Inside My Love,Minnie Riperton,Soul,G-,B-,A-,G-,B-,A-,G-,B-,E-,A-,D-,F,D-,E-,A-,D-
Loud Places,Jamie xx,Soul,E,G#,D#,D#,E,G#,D#,D#,C#,G#,D,F#,C#,G#,F#,F#
Canned Heat,Jamiroquai,Soul,D,A,A,B-,B-,C,G,G,D,B-,G,G,D,B-,G,G
Pay No Mind ft Passion Pit,Madeon,Soul,A-,B-,F,G-,A-,B-,F,G-,G-,B-,A-,D-,G-,G-,B-,A-
Beautiful,Christina Aguilera,Soul,E-,E-,C-,F,E-,E-,C-,F,A-,F,E-,E-,C-,A-,F,E-
No No No Part 2,Destiny's Child,Soul,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Sail On,Commodores,Soul,D,E,E,D,D,E,E,D,D-,D-,G-,D-,G-,A-,D-,D-
Let's Get It On,Marvin Gaye,Soul,E-,G,A-,B-,E-,G,A-,B-,E-,G,A-,B-,E-,G,A-,B-
Heartbreaker,Mariah Carey,Soul,B-,D-,B-,D-,B-,D-,B-,D-,D-,B-,D-,B-,D-,B-,D-,B-
American Boy,Estelle,Soul,E,C,A,A,D,E,C,A,E,E,E,C,C,C,A,A
Archie Marry Me,Alvvays,Pop,G,D,A,C,G,D,A,C,G,D,D,D,A,C,G,D
Problem,Ariana Grande,Pop,E,F#,B,B,E,F#,G#,G#,G#,G#,G#,G#,G#,G#,G#,G#
Knowing Me Knowing You,ABBA,Pop,D,E,E,B,B,F#,F#,D,B,G,A,A,D,G,A,A
Beautiful Life,Armin van Buuren,Pop,F,A,B-,C,A,C,B-,C,F,A,B-,C,A,C,B-,C
Moi Lolita,Alizee,Pop,B,G,E,A,A,B,G,E,E,A,B,G,E,A,B,G
Gimme Gimme Gimme A Man After Midnight,ABBA,Pop,D,C,A,D,G,G,G,D,D,G,C,D,G,D,C,D
Phoenix,All Levels at Once,Pop,D#,E#,D#,A#,D#,E#,D#,A#,D#,B,F#,C#,D#,B,F#,C#
Thank You For The Music,ABBA,Pop,E,D#,F#,B,E,B,B,A,B,E,F#,B,E,C#,C#,B
Ready to Die,Andrew WK,Pop,A,A,G,G,A,A,D,D,D,A,D,A,G,G,A,D
Brighter Than Sunshine,Aqualung,Pop,D#,A#,A#,E,B,B,D#,A#,B,E,G#,G#,F#,F#,E,B
When We Were Young,Adele,Pop,C,E-,A-,E-,F,E-,C,E-,E-,E-,A-,B-,E-,E-,A-,B-
Someone Like You,Adele,Pop,D,A,C#,F#,D,A,C#,F#,A,E,F#,D,A,E,F#,D
Mamma Mia,ABBA,Pop,D,G,G,G,G,G,G,G,D,G,D,G,D,G,G,G
Surfing On A Rocket,Air,Pop,E-,E-,C,E-,E-,E-,C,C,A-,B-,B-,D,F,A-,B-,B-
Love Me Harder ft The Weeknd,Ariana Grande,Pop,A,C#,F#,G#,A,C#,F#,G#,A,C#,F#,G#,G#,A,G#,C#
Better off Alone,Alice Deejay,Pop,E,D#,G#,F#,E,D#,G#,F#,E,D#,G#,F#,E,D#,G#,F#
Girl On Fire,Alicia Keys,Pop,B,G,E,F#,B,G,E,F#,A,F#,C#,E,A,F#,C#,E
All That She Wants,Ace of Base,Pop,C#,C#,C#,C#,G#,G#,F#,F#,C#,C#,C#,C#,G#,G#,F#,F#
Skyfall,Adele,Pop,C,A-,F,C,A-,F,C,A-,C,C,A-,E-,F,E-,G,G
Dancing Queen,ABBA,Pop,A,D,A,F#,E,E,E,F#,E,E,F#,E,D,B,A,D
Say Something,A Great Big World,Pop,F,F,A,A,B-,B-,F,C,B,G,D,A,B,G,D,A
The Winner Takes It All,ABBA,Pop,C#,F#,F#,C#,C#,G#,G#,C#,C#,F#,F#,C#,D#,D#,C#,G#
I Saw The Sign,Ace Of Base,Pop,G,E,A,D,G,E,A,D,G,E,C,D,G,E,C,D
Forever Young,Alphaville,Pop,C,G,A,F,G,D,F,A,C,G,A,F,G,D,F,G
Heartbeat,Annie,Pop,F#,D,B,C#,F#,D,B,C#,G,F#,B,F#,G,F#,B,F#
One Word,Anouk,Pop,C#,G#,D#,D#,C#,G#,D#,D#,C#,B,C#,B,C#,B,C#,B
Money Money Money,ABBA,Pop,A,A,E,E,A,A,E,E,A,E,B,E,A,A,E,B
Casanova,Allie X,Pop,G,B,E,G,B,E,G,B,G,A,B,E,G,A,B,E
The Girl From Ipanema,Astrud Gilberto and Stan Getz,Pop,E-,E-,A-,A-,D-,D-,A-,A-,D-,D-,E-,E-,E-,A-,D-,F
Amnesia,5 Seconds Of Summer,Pop,D,G,D,G,E,G,D,G,D,A,B,G,D,A,B,G
Apocalypse,All Levels at Once,Pop,G#,B,F#,E,G#,B,F#,E,E,C#,F#,D#,G#,G#,E,C#
Does Your Mother Know,ABBA,Pop,G,G,E,G,C,G,A,G,G,G,C,C,G,C,G,C
Somebody That I Used To Know,Gotye,Experimental,D,C,D,C,D,C,D,C,D,C,B-,C,D,C,B-,C
Bros,Panda Bear,Experimental,D,D,D,D,D,D,D,D,D,A,G,D,A,G,D,A
Backseat ft Carly Rae Jepsen,Charli XCX,Experimental,B-,D,C,B-,D,C,B-,D,B-,D,C,B-,D,C,B-,D
White Moon,The White Stripes,Experimental,E,A,B,E,E,E,A,B,E,G#,D#,F#,B,A,B,E
Flavors,Jack Conte,Experimental,D-,F,C,A-,D-,F,C,A-,G#,F#,F#,F#,G#,F#,F#,F#
The Gluten Free Mambo Tango Experience,andres,Experimental,F,E,A,D,G,C,F,B-,C,C,F,B,E,E,C,E
Hey QT,QT,Experimental,D,D,C,C,F,F,C,C,D,D,C,C,F,F,B-,B-
La Vida Es Un Carnaval,Celia Cruz,World,C,C,A-,G,C,C,A-,G,C,C,A-,G,C,C,A-,G
Love Myself,Hailee Steinfeld,Disney,C,G,B-,C,E-,C,G,B-,C,G,B-,C,E-,C,G,B-
I'll Make A Man Out Of You,Disney,Disney,E,D,G,D,E,A,D,E,E,D,G,C,D,D,E,C
A Whole New World,Disney,Disney,D,D,A,D,D,G,A,E,D,A,D,A,D,D,A,D
Circle Of Life,Carmen Twillie,Disney,F,F,B-,C,F,B-,G,C,F,F,B-,E-,B-,F,E-,E-
My Heart Will Go On,Celine Dion,Disney,E-,B-,A-,E-,B-,E-,B-,A-,C,B-,A-,B-,C,B-,A-,B-
Oogie Boogie's Song - Nightmare Before Christmas,Danny Elfman,Disney,A-,A-,A-,A-,G,A-,G,F,D#,G#,A#,D#,B,A#,G#,E#
Stick to the Status Quo,High School Musical,Disney,F,E-,E-,F,C,C,C,F,D,B-,F,C,D,B-,B-,F
Jack's Lament,Danny Elfman,Disney,B-,F,D-,G-,G-,F,E-,F,D,G,B,E,D,E,D,E
Sally's Song - The Nightmare Before Christmas,Catherine O'Hara - Danny Elfman,Disney,E,E,F#,F#,B,E,E,B,F#,F#,E,B,A,C,F#,E
For the First Time in Forever,Kristen Bell and Idina Menzel,Disney,F,B-,F,B-,F,F,C,F,C,G,F,B-,C,F,A,D
This Is Halloween - The Nightmare Before Christmas,Danny Elfman,Disney,C,D,D,C,C,B-,B-,C,G#,E,G#,E,G#,D#,G#,E
Can't Stop Singing,Teen Beach Movie,Disney,C,C,G,F,F,C,A,F,F,G,A,D,F,F,C,C
Love Is an Open Door,Kristen Bell and Santino Fontana,Disney,D,D,D,D,G,G,D,D,D,F#,E,G,D,F#,E,G
Let It Go,Idina Menzel,Disney,B-,B-,F,D-,E-,B-,B-,F,A-,E-,F,D-,A-,E-,F,D-
Teen Beach Movie - Falling For Ya,Grace Phipps,Disney,D,B,E,A,D,B,E,A,D,B,E,A,D,B,E,A
Reflection,Disney,Disney,F#,D#,G#,G#,C#,F#,D#,E#,A,F#,E,D,D,D,A,E
Friend Like Me - Aladdin,Disney,Disney,D,A,A,D,A,A,D,A,D,B-,A,D,B-,A,D,B-
Death By Glamour,Toby Fox,Disney,C,B,A,B,E,D,G,E,C#,B#,B#,C#,D#,G#,B#,C#
Song From A Secret Garden,Secret Garden,K-pop,C,F,B-,E-,A-,F,G,G,A-,B-,G,C,F,B-,E-,B-
Whistle,Blackpink,K-pop,D-,D-,D-,D-,D-,D-,D-,D-,A,A,A,B,B,B,E,E
Let's Go,Girl's Day,K-pop,D,E,A,D,D,B,A,G,D,E,D,G,A,A,F#,B
Alone,Sistar,K-pop,E,E,B,B,E,E,B,B,E,E,B,B,E,E,B,B
Shooting Star,Lovelyz,K-pop,F,B,E,A,F,B,E,E,D,G,E,D,D,B,F#,A
Call Me Baby,EXO,K-pop,B-,B-,C,D-,E-,E-,E-,E-,B-,B-,E-,B-,B-,E-,E-,E-
Excuse Me,BESTie,K-pop,E,E,A,A,B,B,C,C,C,C,C,C,A,A,A,A
Sting,Stellar,K-pop,D,E,C,D,E,C,D,E,D,E,C,A,A,D,E,C
Beautiful,Park Boram,K-pop,D,G,C,A,A,A,F,A,D,G,C,A,A,F,A,D
Coloring Book,Oh My Girl,K-pop,C,D,E,D,E,E,C,D,C,C,C,C,C,D,D,D
Into The New World,Girls' Generation,K-pop,C,B,E,A,B,E,C,B,C,D,E,C,D,E,C,B
Glass Shoes,fromis_9,K-pop,E-,F,D,G,F,E-,F,D,B-,E-,F,D,G,E-,F,D
Twinkle,Lovelyz,K-pop,C,G,A,D,G,D,C,G,D,C,G,A,D,F#,E,C
On To Grasstown,Cave Story,Soundtrack,C,C,B-,B-,C,C,B-,B-,C,G,F,F,C,G,F,F
Boom Clap,Charli XCX,Soundtrack,A,B,E,C#,A,B,E,C#,A,B,E,C#,A,B,E,C#
Jimmy Neutron Theme,Bowling For Soup,Soundtrack,A,A,A,A,C#,D,A,A,C#,D,A,A,C#,D,B,C#
Oogie Boogie's Song - Nightmare Before Christmas,Danny Elfman,Soundtrack,A-,A-,A-,A-,G,A-,G,F,D#,G#,A#,D#,B,A#,G#,E#
Super Hexagon Theme 1,Chipzel,Soundtrack,B-,B-,B-,B-,G-,G-,A-,F,B-,B-,B-,B-,G-,G-,A-,A-
Jack's Lament,Danny Elfman,Soundtrack,B-,F,D-,G-,G-,F,E-,F,D,G,B,E,D,E,D,E
Sally's Song - The Nightmare Before Christmas,Catherine O'Hara - Danny Elfman,Soundtrack,E,E,F#,F#,B,E,E,B,F#,F#,E,B,A,C,F#,E
Into The West,Annie Lennox,Soundtrack,C,G,D,A,C,G,D,A,C,F,C,G,C,F,C,G
Laura Palmer's Theme,Angelo Badalamenti,Soundtrack,A-,C,A-,C,C,C,A-,C,C,A,A,F,F,F,D,F
This Is Halloween - The Nightmare Before Christmas,Danny Elfman,Soundtrack,C,D,D,C,C,B-,B-,C,G#,E,G#,E,G#,D#,G#,E
Once Upon A December,Anastasia,Soundtrack,B,F#,F#,E,E,B,E,F#,E,E,B,B,F#,F#,B,B
Connect,ClariS,Soundtrack,A,A,B,B,B,G#,D#,C#,D,D,C,D,D,B,E,E
Coming Around Again,Carly Simon,Soundtrack,C,A,F,C,C,A,F,C,F,D,F,F,F,E,A,G
Otis,Chipzel,Soundtrack,E,E,G,A,C,C,C,G,E,E,E,E,C,C,G,G
Okami - Reset,Capcom,Soundtrack,A,E,A,E,A,E,D,E,F,G,A,E,F,G,C,F
Beautiful Life,Armin van Buuren,Electronic,F,A,B-,C,A,C,B-,C,F,A,B-,C,A,C,B-,C
Phoenix,All Levels at Once,Electronic,D#,E#,D#,A#,D#,E#,D#,A#,D#,B,F#,C#,D#,B,F#,C#
Good For Me - Ambient Mix -,Above and Beyond,Electronic,D-,A-,E-,D-,A-,E-,D-,A-,D-,A-,E-,D-,A-,E-,D-,A-
Better off Alone,Alice Deejay,Electronic,E,D#,G#,F#,E,D#,G#,F#,E,D#,G#,F#,E,D#,G#,F#
Faded,Alan Walker,Electronic,D#,B,F#,C#,D#,B,F#,C#,D#,D#,B,B,F#,F#,C#,C#
Heartbeat,Annie,Electronic,F#,D,B,C#,F#,D,B,C#,G,F#,B,F#,G,F#,B,F#
This Is What It Feels Like,Armin van Buuren,Electronic,F,D-,A-,F,D-,A-,F,D-,F,D-,A-,E-,F,D-,A-,C
Orbion,Armin Van Buuren,Electronic,D#,G#,D#,A#,D#,B,C#,G#,D#,B,G#,B,G#,C#,D#,A#
Casanova,Allie X,Electronic,G,B,E,G,B,E,G,B,G,A,B,E,G,A,B,E
How You Love Me,3LAU,Electronic,B-,B-,B-,B-,B-,D-,D-,D-,B-,D-,D-,A-,G-,A-,B-,D-
Future Retro,Animusic,Electronic,E-,G,A-,E-,G,A-,E-,E-,B-,E-,G-,B-,C,D-,B-,E-
Apocalypse,All Levels at Once,Electronic,G#,B,F#,E,G#,B,F#,E,E,C#,F#,D#,G#,G#,E,C#
Breezeblocks,Alt-J,Electronic,F,A,D,D,F,A,D,D,F,A,D,D,F,A,D,D
Beautiful Life,Armin van Buuren,Techno,F,A,B-,C,A,C,B-,C,F,A,B-,C,A,C,B-,C
Ecuador,Sash,Techno,B,D,A,B,F#,B,D,A,B,D,A,B,F#,B,D,A
Better off Alone,Alice Deejay,Techno,E,D#,G#,F#,E,D#,G#,F#,E,D#,G#,F#,E,D#,G#,F#
Night Changes ,One Direction ,Techno,A-,A-,F,F,C,C,E-,E-,D-,E-,D-,E-,D-,E-,A-,E-
I Write Sins Not Tragedies ,Panic At The Disco ,Techno,A,A,A,A,D,D,B,B,A,F,D,G,A,F,D,G
Playgirl,Ladytron,Techno,G#,B,F#,C#,F#,C#,G#,B,B,F#,C#,G#,B,F#,C#,G#
Mr Brightside,The Killers,Techno,D-,A-,G-,G-,D-,A-,G-,G-,D-,G-,B-,A-,D-,G-,B-,A-
